Gate_voltage,Temperature,riseTime,millerTime,Vge_plateau,max_dVge,max_dIdt,fallTime,Vce_overshoot,E_on,E_off,Vge_max,Eon_mean,Eoff_mean,Esw_mean,Esw_max,Esw_std,dEsw_dIc,tOn_mean,tOff_mean,tOff_max,t_ratio,Vce_50A,Vce_100A,Vce_275A,Vce_550A,Vce_1200A,Vce_2500A,Vce_3400A,Ic_1_5V,Ic_2_5V,Ic_4V,Ic_6V,Ic_8V,Ic_10V,mean_dIdV,max_dIdV,area_IV,mean_Ic_highV,HealthState
10,100,2.4e-07,1.5e-07,9.98404565544298,389404315.14838,71199850.8242514,5.60000000000001e-07,0.0127388181136325,0.0476089245983196,0.0011666493149019,10.3760853731893,0.0003937008906738,0.0006554725831638,0.0010491734738377,0.0022888442706666,0.0009016105886577,8.56141003273976e-06,2.94e-07,5.5e-07,7e-07,1.87074829931973,1.29983575580946,1.53590761419327,2.31082683297723,3.89168082375588,10.0,10.0,10.0,91.9638305153945,315.350610870347,562.793507554435,645.395178210188,656.336704909555,667.026175343489,66.0683710045382,229.375917851977,4777.96482822768,661.969199056636,Warning
10,100,2.1e-07,2.1e-07,9.9807538883638,385664883.351593,59203944.7952654,8.10000000000001e-07,0.0115237256849809,0.0475270157934494,0.0018395104655476,10.2828908548093,0.0003937008906738,0.0006554725831638,0.0010491734738377,0.0022888442706666,0.0009016105886577,8.56141003273976e-06,2.94e-07,5.5e-07,7e-07,1.87074829931973,1.29983575580946,1.53590761419327,2.31082683297723,3.89168082375588,10.0,10.0,10.0,91.9638305153945,315.350610870347,562.793507554435,645.395178210188,656.336704909555,667.026175343489,66.0683710045382,229.375917851977,4777.96482822768,661.969199056636,Warning
10,100,2e-07,3e-07,9.95481956275172,382455896.959011,59037841.8607729,1.5e-06,0.0084110314203371,0.0473628388458258,0.0036321480348678,10.1894954628859,0.0003937008906738,0.0006554725831638,0.0010491734738377,0.0022888442706666,0.0009016105886577,8.56141003273976e-06,2.94e-07,5.5e-07,7e-07,1.87074829931973,1.29983575580946,1.53590761419327,2.31082683297723,3.89168082375588,10.0,10.0,10.0,91.9638305153945,315.350610870347,562.793507554435,645.395178210188,656.336704909555,667.026175343489,66.0683710045382,229.375917851977,4777.96482822768,661.969199056636,Warning
10,110,2.5e-07,1.5e-07,9.98412114105398,389404339.335784,72535733.1843896,5.60000000000001e-07,0.0129108257041821,0.0485413032144491,0.0012025950063117,10.3909710894806,0.0003952053065954,0.0006552955585477,0.0010505008651432,0.0022980969641859,0.0009043511527995,8.73201129371739e-06,2.94e-07,5.5e-07,7e-07,1.87074829931973,1.30973542948152,1.55044768127563,2.3373059128704,3.92042409639727,10.0,10.0,10.0,88.9424791181122,309.40053759758,559.766724269518,655.005316693939,666.240285217842,677.219652391232,67.0783408010014,225.76158956902,4813.33787081676,672.025268982876,Warning
10,110,2.2e-07,2.1e-07,9.98074372592046,385664883.375617,59232312.5864281,8.10000000000001e-07,0.0116720207598178,0.0484868268806979,0.0018962326621177,10.2999579695731,0.0003952053065954,0.0006552955585477,0.0010505008651432,0.0022980969641859,0.0009043511527995,8.73201129371739e-06,2.94e-07,5.5e-07,7e-07,1.87074829931973,1.30973542948152,1.55044768127563,2.3373059128704,3.92042409639727,10.0,10.0,10.0,88.9424791181122,309.40053759758,559.766724269518,655.005316693939,666.240285217842,677.219652391232,67.0783408010014,225.76158956902,4813.33787081676,672.025268982876,Warning
10,110,2e-07,2.9e-07,9.95480391472435,382455899.351881,59060464.4808129,1.5e-06,0.0085047691617319,0.048378028360121,0.0037443549134229,10.1942379439674,0.0003952053065954,0.0006552955585477,0.0010505008651432,0.0022980969641859,0.0009043511527995,8.73201129371739e-06,2.94e-07,5.5e-07,7e-07,1.87074829931973,1.30973542948152,1.55044768127563,2.3373059128704,3.92042409639727,10.0,10.0,10.0,88.9424791181122,309.40053759758,559.766724269518,655.005316693939,666.240285217842,677.219652391232,67.0783408010014,225.76158956902,4813.33787081676,672.025268982876,Warning
10,120,2.5e-07,1.5e-07,9.98401103051319,389404371.642495,73935611.1666868,5.60000000000001e-07,0.0130976977379191,0.0495063978619684,0.0012413422567391,10.4028247390848,0.0003973161264849,0.0006574839626902,0.0010548000891752,0.002307765325107,0.000908472771943,8.81582868126353e-06,2.96e-07,5.54e-07,7.1e-07,1.87162162162162,1.31966069503269,1.56505662651278,2.3638782510967,3.95222838564867,10.0,10.0,10.0,86.0384786224982,303.49651097918,556.073130780047,664.140086667817,675.661678576588,686.924399615865,68.0399058517466,222.15050052231,4844.27542625719,681.595694581392,Warning
10,120,2.3e-07,2.1e-07,9.98073330316898,385664991.704681,59238152.5333381,8.10000000000001e-07,0.0118329726140587,0.0494836296930413,0.0019573756673343,10.3155037653932,0.0003973161264849,0.0006574839626902,0.0010548000891752,0.002307765325107,0.000908472771943,8.81582868126353e-06,2.96e-07,5.54e-07,7.1e-07,1.87162162162162,1.31966069503269,1.56505662651278,2.3638782510967,3.95222838564867,10.0,10.0,10.0,86.0384786224982,303.49651097918,556.073130780047,664.140086667817,675.661678576588,686.924399615865,68.0399058517466,222.15050052231,4844.27542625719,681.595694581392,Warning
10,120,2.1e-07,2.9e-07,9.95479642097193,382455896.620322,59088137.4112628,1.5e-06,0.0086072960025376,0.0494373282846441,0.0038649217942239,10.2005956443805,0.0003973161264849,0.0006574839626902,0.0010548000891752,0.002307765325107,0.000908472771943,8.81582868126353e-06,2.96e-07,5.54e-07,7.1e-07,1.87162162162162,1.31966069503269,1.56505662651278,2.3638782510967,3.95222838564867,10.0,10.0,10.0,86.0384786224982,303.49651097918,556.073130780047,664.140086667817,675.661678576588,686.924399615865,68.0399058517466,222.15050052231,4844.27542625719,681.595694581392,Warning
10,130,2.6e-07,1.5e-07,9.98396241650892,389404358.452751,75375772.2190413,5.60000000000001e-07,0.0132953842325492,0.0504853173149983,0.0012824249391134,10.4122537740374,0.0004003504085764,0.0006582417172302,0.0010585921258066,0.0023178887396728,0.0009132580994625,9.02956703167161e-06,3e-07,5.54e-07,7.1e-07,1.84666666666667,1.32964015142552,1.57974565547213,2.39059217393427,3.98603337927196,10.0,10.0,10.0,83.2482155027898,297.65948550825,551.828180390639,672.822309174686,684.623752879442,696.163321184235,68.9553339995115,218.803322459064,4871.022635689,690.703363630466,Fault
